CHR,P
10,0.39
4,0.486
6,1.174
7,0.201
10,0.043
13,0.264
13,0.749
13,0.83
15,0.177
17,0.2
2,0.531
3,1.565
3,0.09
1,0.34
18,0.164
19,0.471
3,0.676
8,0.014
8,0.591
9,-0.0
18,0.141
22,0.999
12,1.005
13,0.014
13,0.196
15,1.327
16,0.388
18,0.283
20,0.526
3,0.177
4,0.415
6,0.958
23,0.044
10,0.594
12,1.107
15,-0.0
2,0.823
3,0.611
4,0.707
5,0.6
4,0.331
23,0.514
1,0.181
1,0.499
2,0.246
3,0.504
9,1.005
3,0.212
10,0.043
11,0.266
13,0.77
17,1.007
2,0.108
3,0.414
5,0.884
5,0.346
7,0.204
8,0.492
1,0.058
1,0.479
11,0.366
16,0.028
18,0.22
19,0.044
22,0.107
3,1.345
6,0.161
6,0.297
7,0.531
7,0.387
8,0.075
1,0.83
21,0.014
5,0.144
11,0.029
12,0.948
15,0.547
11,0.607
3,0.935
4,1.955
7,0.452
8,1.006
8,0.059
23,0.537
10,0.512
11,0.417
6,0.182
8,0.221
8,0.179
1,0.693
14,0.147
18,0.059
2,-0.0
4,0.015
4,0.401
8,0.499
9,0.692
1,0.567
1,0.516
12,0.141
13,0.028
8,0.261
2,0.388
4,-0.0
1,-0.0
6,0.057
19,0.245
19,0.86
2,0.262
3,0.244
3,0.957
8,0.279
23,0.07
1,0.029
11,0.014
17,0.124
2,0.221
5,0.3
5,2.523
7,0.144
1,0.368
1,0.09
1,0.694
13,0.325
15,0.16
18,0.497
5,0.606
2,0.64
5,0.238
6,0.221
7,0.029
8,0.348
1,0.091
20,0.427
12,0.453
4,0.029
4,0.075
8,0.043
9,1.712
5,0.126
2,1.641
2,1.513
3,0.282
1,0.767
1,0.108
11,0.245
15,0.073
15,0.26
16,0.203
3,0.301
4,0.013
8,0.161
9,0.014
1,0.077
15,0.159
17,0.381
2,0.175
8,0.044
10,1.14
2,0.057
6,0.014
7,0.632
23,0.11
1,0.106
10,0.615
11,0.391
12,0.277
13,-0.0
14,0.144
17,0.182
19,0.639
2,0.014
2,0.447
4,0.303
18,1.137
19,0.014
2,0.42
2,0.144
6,1.1
6,0.043
7,0.889
8,0.484
8,0.029
1,0.625
1,0.092
10,0.09
17,0.282
19,0.291
19,0.6
2,0.459
4,0.545
6,0.433
7,0.194
8,0.364
11,0.355
13,0.127
16,0.058
17,0.278
2,0.441
6,0.088
7,0.246
8,0.146
9,0.635
23,0.759
1,0.424
1,0.587
1,0.028
10,0.166
10,0.225
12,0.397
14,0.989
18,0.447
5,0.177
7,0.561
7,0.014
8,1.641
15,1.557
15,0.688
17,1.432
2,0.728
3,0.044
3,0.076
3,0.396
4,1.012
4,0.702
12,0.175
2,0.463
7,0.146
6,0.265
14,0.182
2,0.732
3,0.142
4,0.344
9,0.073
11,0.52
11,0.349
3,0.695
19,0.322
5,0.14
6,0.181
7,0.043
8,1.555
1,0.72
11,0.442
12,0.174
16,0.344
2,0.272
2,0.043
22,0.784
3,0.298
4,0.028
4,0.48
4,0.058
4,0.793
5,0.371
6,0.489
6,0.968
7,0.886
8,0.185
23,0.452
10,2.281
4,0.383
15,0.161
3,0.029
2,0.362
4,0.18
5,0.159
5,0.092
1,0.3
10,0.368
11,0.075
13,0.182
19,0.306
4,0.91
6,0.319
8,0.147
23,0.169
1,0.124
1,0.278
10,0.145
10,0.403
19,0.711
20,0.751
5,0.48
6,0.091
6,0.202
11,0.227
12,0.248
18,0.193
2,0.243
3,0.501
4,0.22
8,0.044
14,0.201
1,0.463
1,1.612
14,0.315
16,0.738
19,0.934
2,0.583
2,1.275
2,0.234
20,0.059
23,0.357
18,0.059
18,1.819
2,0.218
5,0.514
5,1.766
5,0.413
5,0.425
6,0.141
7,0.255
9,0.362
1,1.363
11,1.33
4,0.491
3,0.181
4,0.445
4,0.35
8,1.26
23,0.058
5,1.31
10,0.074
11,0.243
13,0.898
16,0.138
2,0.014
2,0.261
4,0.058
21,0.778
6,0.339
5,0.127
9,0.293
9,1.378
23,0.245
1,0.262
10,0.748
12,0.345
13,0.485
15,0.059
16,0.418
16,0.788
16,0.28
4,0.363
6,0.014
6,0.22
5,0.043
11,0.457
11,0.235
15,0.518
2,0.125
2,0.059
20,0.372
4,0.028
4,0.028
6,0.347
21,0.692
8,0.262
9,0.127
9,0.221
13,0.029
17,0.145
18,0.238
18,0.812
3,0.092
4,0.512
4,0.604
6,0.043
8,0.374
23,0.307
1,0.233
12,0.239
13,0.703
16,0.49
18,0.263
2,0.014
8,0.443
8,0.029
1,0.145
10,0.481
11,0.406
12,0.815
14,1.01
14,0.415
17,0.028
18,0.128
6,1.158
8,1.115
11,0.06
12,0.092
5,0.55
16,1.062
2,0.572
2,0.784
2,0.511
4,0.852
7,0.605
8,0.029
23,0.093
1,0.299
12,0.39
22,0.375
2,0.201
6,0.606
1,0.143
10,0.448
12,0.212
3,0.377
16,0.125
19,0.076
4,0.402
5,0.812
13,1.187
5,0.028
6,0.352
7,0.043
8,0.446
1,0.263
11,0.701
3,0.49
3,0.84
5,0.126
5,0.14
5,1.131
8,1.244
9,0.043
5,1.195
1,0.678
10,0.537
16,0.198
19,0.043
4,0.74
8,0.076
9,0.863
23,0.379
1,0.028
10,0.75
19,0.284
3,0.074
3,0.258
4,0.253
5,0.601
6,0.681
6,0.964
6,0.123
9,0.618
18,0.028
18,1.063
4,0.279
5,0.924
6,1.296
8,0.725
1,0.689
10,0.57
10,0.092
11,0.603
11,0.278
9,0.165
5,0.014
5,0.183
7,0.259
18,0.091
8,0.87
8,0.653
1,0.491
1,0.443
10,0.8
10,0.199
12,0.059
19,0.557
6,0.043
9,0.141
11,0.216
16,0.533
2,0.075
5,0.349
6,-0.0
16,0.777
10,0.181
11,0.94
12,1.256
16,1.125
2,0.589
4,0.707
21,0.513
5,0.028
8,0.28
8,0.506
16,0.18
4,0.561
5,3.42
6,0.513
23,0.527
11,0.427
12,0.141
13,0.205
14,0.72
8,0.126
23,0.763
12,0.091
16,1.226
17,0.26
20,1.051
18,0.415
18,0.028
18,0.044
2,0.125
20,0.261
3,0.045
3,0.235
3,0.179
3,0.058
3,0.689
4,0.83
1,0.371
23,0.573
23,0.812
1,0.159
10,-0.0
14,0.074
5,0.755
18,0.014
22,0.544
4,0.088
4,0.293
4,0.183
4,0.16
4,0.419
5,1.294
5,0.418
23,0.338
1,0.044
11,0.159
12,0.108
15,0.85
15,0.203
16,0.408
3,0.384
8,0.059
23,0.911
23,0.207
11,0.043
12,0.043
6,0.177
14,0.014
2,0.073
3,0.438
4,0.848
4,0.217
22,0.043
1,-0.0
13,0.199
15,0.138
16,-0.0
2,0.452
20,-0.0
4,0.258
4,0.325
20,1.2
5,0.457
23,0.475
10,0.311
19,1.152
21,0.528
5,0.761
3,0.344
1,0.388
7,0.091
8,0.014
23,0.875
11,0.317
11,0.354
16,0.057
2,0.259
4,0.362
4,0.736
6,0.144
8,0.16
9,0.561
9,1.317
10,0.651
11,0.076
14,0.216
15,1.445
3,0.029
9,0.107
3,0.199
11,0.799
2,0.385
4,0.2
5,0.145
6,0.421
8,0.418
9,0.518
10,0.044
11,0.522
13,0.707
13,1.337
5,0.309
4,0.277
5,1.048
9,0.158
1,0.256
12,0.607
19,1.246
4,0.427
4,0.24
5,1.024
6,0.544
1,0.124
13,0.25
18,0.215
2,0.808
3,0.122
4,0.64
5,0.193
6,0.219
8,0.043
9,0.143
1,0.043
10,0.808
11,1.173
9,0.87
11,0.353
18,0.074
2,0.155
3,0.349
3,0.142
5,0.613
5,0.059
6,0.364
8,0.792
1,0.987
15,0.121
16,0.604
2,0.71
21,1.238
2,0.434
3,0.043
5,0.09
6,1.549
7,0.143
8,0.512
9,0.028
15,0.074
16,1.524
2,0.491
3,0.661
3,0.231
5,0.224
6,0.864
6,0.291
8,0.199
9,0.058
23,0.08
23,0.743
5,0.326
21,0.612
11,0.127
18,0.644
19,0.374
3,0.429
4,0.219
7,0.235
8,0.092
8,0.839
23,0.757
12,0.424
13,0.091
14,0.144
8,0.221
9,0.551
23,0.324
1,0.166
11,0.559
11,0.075
14,1.18
15,1.048
17,0.074
19,0.089
21,0.617
4,0.072
4,-0.0
4,0.143
8,1.122
12,0.424
12,0.074
13,0.108
20,0.799
4,0.213
4,0.419
9,0.276
5,0.142
1,0.371
1,0.72
1,-0.0
11,0.378
11,0.536
15,0.029
18,0.495
18,0.974
2,0.776
2,0.014
3,0.806
5,0.404
6,0.043
7,0.059
5,0.373
5,0.029
13,0.203
15,0.16
2,0.223
20,1.006
4,1.177
5,0.301
11,0.162
5,0.343
14,0.158
2,0.124
2,0.526
3,0.398
3,0.378
5,0.257
5,0.028
6,0.774
7,0.703
8,0.221
21,0.205
15,0.091
16,0.794
17,0.558
4,0.16
21,1.097
8,0.796
1,0.074
14,0.372
16,0.201
2,0.905
8,0.059
22,0.181
19,0.728
2,0.281
22,0.432
5,0.142
5,0.216
7,0.028
7,0.045
7,1.557
9,1.211
9,0.397
11,0.043
13,0.268
18,0.31
2,0.541
2,0.598
2,0.043
2,0.162
9,0.197
1,0.545
11,0.671
13,0.043
14,0.014
15,1.967
16,0.107
18,0.927
18,0.292
2,0.141
3,0.285
4,0.092
5,0.128
8,0.9
8,0.028
8,0.264
9,0.823
23,0.169
23,1.793
15,0.714
18,0.211
2,0.823
4,0.108
4,0.215
5,0.2
5,0.159
1,0.645
7,0.301
8,0.161
11,0.059
13,0.384
13,0.301
15,0.257
18,1.32
2,0.162
3,0.452
4,0.108
9,0.847
9,0.161
11,0.522
15,0.708
18,0.143
3,0.301
3,0.029
3,0.044
4,0.161
7,0.014
15,0.759
2,0.193
3,0.203
3,0.199
21,0.161
1,0.09
12,0.234
14,2.13
19,0.308
2,0.044
23,0.266
22,1.094
5,0.523
6,0.029
9,0.075
1,0.467
10,0.328
16,0.556
18,1.286
3,0.446
3,1.877
4,0.375
5,0.26
5,0.128
5,0.198
8,0.644
23,0.121
1,0.058
11,0.345
12,0.65
15,0.453
18,0.014
18,-0.0
2,1.423
20,0.044
4,0.028
8,0.34
1,0.537
10,0.421
10,0.42
10,0.142
11,0.014
12,0.554
17,0.014
18,0.279
7,0.325
8,0.124
23,0.139
23,0.251
10,0.82
3,1.207
4,1.418
4,0.274
4,0.937
5,0.836
7,0.771
8,0.11
1,0.014
15,0.195
16,0.373
21,0.719
2,0.25
5,1.193
4,0.091
5,0.422
8,0.112
5,0.8
2,0.175
2,0.359
21,0.143
4,0.043
4,0.202
6,0.236
7,0.557
1,0.67
15,0.109
15,0.221
21,0.388
17,-0.0
19,0.127
2,0.107
2,0.014
3,1.061
3,0.142
5,1.749
1,0.199
17,0.125
6,0.451
5,0.261
19,0.219
13,0.09
13,1.319
13,0.258
22,0.158
11,0.691
7,0.476
7,0.306
1,1.475
9,0.832
15,-0.0
15,0.571
15,0.217
15,0.306
15,0.433
3,0.311
3,0.06
9,0.243
9,0.27
11,0.847
1,0.058
1,0.269
9,0.138
1,0.673
4,0.043
4,0.181
4,0.196
1,0.177
1,0.014
1,1.171
1,0.32
1,0.105
1,0.2
1,0.141
1,0.364
1,0.106
1,0.281
1,0.367
1,0.028
14,1.331
1,0.343
1,0.29
1,0.028
5,1.09
1,0.175
1,0.5
1,0.075
1,0.446
1,0.389
1,0.06
1,0.22
1,0.029
1,0.353
1,1.244
1,0.093
5,0.353
1,0.139
1,0.411
1,0.143
1,1.331
1,0.625
1,0.123
1,0.367
1,0.453
1,0.466
1,0.141
1,0.16
1,0.346
2,0.18
1,0.755
1,0.588
1,0.542
1,0.16
1,0.221
1,0.202
1,0.641
1,0.329
1,0.405
1,0.342
1,1.218
1,0.156
1,0.159
1,0.271
1,0.123
1,0.687
1,0.107
1,0.783
1,0.293
1,0.231
1,1.819
1,0.309
1,0.37
1,0.043
1,0.074
1,0.342
1,0.124
1,0.014
1,1.629
1,0.363
1,0.412
1,0.259
1,0.073
1,0.817
1,1.271
1,0.688
1,0.218
1,0.199
1,0.059
1,0.254
1,0.196
1,0.203
1,0.106
1,0.059
1,0.686
1,0.573
1,0.221
1,0.799
1,0.676
1,0.199
1,1.134
1,1.754
1,0.783
1,0.285
1,0.691
1,0.538
1,0.901
1,0.059
1,0.075
1,0.438
9,1.394
1,0.369
1,0.174
1,0.043
5,0.043
1,0.141
1,0.549
1,1.011
1,0.254
1,0.626
12,0.502
1,0.076
1,0.395
1,0.492
1,0.354
1,0.014
1,0.384
1,0.092
1,0.379
1,0.103
1,1.079
1,0.399
1,0.155
1,0.818
1,0.121
1,0.091
1,0.057
1,0.122
1,0.044
1,0.408
1,0.35
1,0.522
1,0.367
1,0.976
1,0.256
1,0.14
1,0.413
1,0.028
1,0.107
1,0.278
1,0.18
1,0.389
1,0.963
1,0.195
1,0.515
1,0.387
1,0.14
1,1.531
1,0.107
1,0.389
1,0.074
1,0.059
1,0.302
1,0.566
1,0.545
1,0.297
1,0.06
1,0.523
1,1.896
1,0.146
1,1.086
1,0.294
1,0.013
5,1.256
1,0.075
1,0.354
1,0.159
1,0.042
1,0.299
1,2.728
2,0.124
2,0.445
2,1.092
2,0.201
2,0.218
2,0.305
2,0.163
2,0.014
2,0.273
2,0.238
2,0.451
2,0.178
2,0.059
2,0.32
2,0.514
2,0.534
2,0.254
2,0.97
2,0.028
2,0.14
2,0.125
2,0.554
2,0.409
2,0.975
2,0.748
2,0.191
2,0.296
2,0.178
2,0.014
2,-0.0
2,0.238
2,0.09
2,0.96
2,0.76
2,0.109
2,0.074
2,0.214
2,0.196
2,0.418
21,1.158
2,0.029
2,0.278
2,0.123
2,0.074
2,0.107
2,0.423
2,0.376
2,0.487
2,0.42
2,0.157
2,0.725
2,1.019
21,0.212
2,1.796
2,0.235
2,0.014
2,-0.0
2,0.488
21,0.014
2,0.376
2,1.872
2,0.042
2,0.175
2,0.568
2,0.261
2,0.473
2,0.239
2,0.506
2,0.058
2,0.199
2,0.184
2,1.24
2,0.161
2,0.043
2,0.989
2,0.029
2,0.447
2,0.299
2,0.322
21,0.043
2,0.799
2,0.106
2,0.759
2,0.598
2,0.124
2,0.09
2,0.923
2,0.059
2,0.074
2,0.059
2,0.8
2,0.536
2,0.302
2,0.165
2,0.334
2,0.952
2,0.896
2,0.882
2,0.324
2,0.667
5,0.142
2,0.029
2,0.808
2,0.812
2,0.161
2,0.564
2,0.145
2,0.044
2,0.091
2,0.11
2,0.298
2,0.161
2,0.283
2,0.244
2,0.434
2,0.542
2,0.074
2,0.792
2,0.058
2,2.25
2,1.113
2,0.218
2,0.297
2,0.124
2,0.3
2,0.398
2,0.108
2,0.058
2,0.214
2,0.216
2,0.445
2,0.322
2,0.074
2,0.812
2,0.306
2,0.108
2,0.43
2,0.181
2,0.107
2,0.386
2,0.366
2,0.16
2,1.169
2,0.34
2,0.213
2,0.109
2,0.222
2,0.415
2,0.107
2,0.96
2,0.537
2,0.043
2,0.463
2,0.542
2,0.074
2,0.399
2,0.255
2,2.448
2,0.542
2,0.894
2,0.543
2,0.107
2,0.38
2,0.874
2,0.075
2,0.159
2,1.3
2,0.363
6,-0.0
2,0.495
2,0.426
2,2.247
2,0.969
2,0.092
2,0.906
2,0.536
2,0.438
2,0.493
2,0.179
2,0.178
2,0.713
2,0.52
2,0.35
2,0.28
2,0.862
19,0.667
2,0.179
2,0.176
2,0.37
2,0.582
2,0.014
5,0.302
2,0.216
2,0.877
2,0.992
22,0.541
2,0.42
2,0.44
2,1.93
2,0.014
2,0.164
2,0.245
2,0.48
2,0.564
2,1.405
2,0.014
2,0.636
2,0.242
2,0.424
2,0.058
2,0.523
2,0.342
2,0.326
2,1.168
2,0.192
2,0.281
3,0.665
3,1.137
3,0.059
3,0.143
3,0.058
3,0.815
3,0.714
3,0.104
3,0.09
3,0.508
3,0.075
3,0.44
3,0.123
3,0.058
3,0.799
3,0.123
3,0.028
3,1.256
3,0.33
3,0.014
21,0.123
3,0.216
3,0.283
3,0.697
3,0.044
3,0.295
3,0.044
3,0.396
3,0.058
3,0.029
3,0.28
3,0.109
3,0.202
3,0.623
3,0.393
3,0.11
3,0.09
3,0.075
3,0.263
3,0.528
3,0.339
3,0.518
3,0.771
3,0.028
3,0.162
3,0.258
3,0.617
3,0.175
3,0.474
3,0.014
3,0.028
3,0.111
3,1.919
3,0.108
3,0.366
3,0.244
3,0.424
3,0.203
3,1.93
3,0.125
3,0.014
3,1.103
3,0.243
3,0.163
3,0.535
3,1.925
3,0.239
3,0.437
3,1.335
3,0.529
3,0.684
3,-0.0
3,0.161
3,0.848
3,0.298
3,0.703
3,0.142
3,0.043
3,0.424
3,0.566
3,0.476
3,0.126
3,0.726
3,0.703
3,0.403
3,0.996
3,0.075
3,0.817
3,0.224
21,0.518
3,2.766
3,0.348
3,0.215
3,1.251
3,0.402
5,0.282
5,0.419
3,0.215
3,0.074
3,0.014
3,0.858
3,0.415
3,1.683
3,0.196
3,0.575
3,0.075
3,0.554
3,0.668
3,0.905
3,0.059
3,0.387
3,1.307
3,0.41
3,0.194
3,0.353
3,0.264
3,0.502
3,0.09
3,0.204
3,0.725
3,0.109
3,0.182
3,0.534
3,0.044
3,0.208
3,0.597
3,0.675
3,0.043
3,0.161
3,0.044
3,0.028
3,0.672
3,0.234
3,0.198
3,0.183
3,0.159
3,0.044
3,0.793
3,0.684
3,0.105
3,0.597
3,1.566
5,0.546
3,0.398
3,0.073
3,0.121
3,0.448
3,0.234
3,0.014
3,0.261
3,0.014
3,0.327
3,0.014
3,0.448
3,0.295
3,0.858
3,0.074
3,1.062
3,0.058
3,1.58
3,0.624
22,0.106
3,0.148
3,0.68
3,1.318
3,0.09
3,0.058
3,0.126
3,0.06
3,0.276
3,0.014
3,0.9
3,0.319
3,0.558
3,-0.0
3,0.475
3,0.404
4,-0.0
4,0.057
4,0.733
4,0.582
4,0.057
4,0.057
4,0.661
4,1.2
4,0.158
4,0.09
4,0.259
4,0.14
4,0.044
4,0.314
4,0.195
4,0.393
4,-0.0
4,0.139
4,0.087
4,0.028
4,0.276
4,0.072
4,0.539
4,1.011
4,0.391
4,0.23
4,1.216
4,0.091
4,0.057
4,0.028
4,0.058
4,0.356
4,0.106
4,0.386
21,0.142
4,1.489
4,1.369
4,0.733
4,0.311
4,0.058
4,1.168
4,0.597
4,0.18
4,0.2
4,0.366
4,0.979
4,1.108
4,0.261
4,0.795
4,0.043
4,0.385
4,0.282
4,0.997
4,0.725
4,0.058
4,0.679
4,0.239
4,1.511
4,0.175
4,0.044
4,0.125
4,0.089
4,0.141
4,0.296
4,0.566
4,0.126
4,0.467
4,0.612
4,0.348
4,0.06
4,0.059
4,-0.0
4,0.357
4,0.145
4,0.239
4,0.229
4,0.058
4,0.029
4,0.014
4,0.912
4,0.089
4,0.508
4,-0.0
4,-0.0
4,0.142
4,0.547
4,0.501
4,0.259
4,0.043
4,0.198
4,0.737
4,0.09
4,0.261
4,0.107
4,0.754
4,0.178
4,0.811
4,0.812
4,0.043
4,0.505
4,0.631
4,0.308
4,0.557
4,0.109
4,0.378
4,0.793
4,0.177
4,0.764
4,0.755
4,0.125
4,0.176
4,0.11
4,0.44
4,-0.0
4,0.197
4,0.201
4,0.393
4,0.339
4,0.278
4,0.014
4,0.123
4,0.142
4,1.019
4,0.818
4,1.176
4,0.741
4,0.106
4,0.708
4,0.164
4,0.163
4,0.077
4,0.488
4,0.65
4,0.426
4,0.224
4,0.783
4,0.014
4,0.263
4,1.371
4,0.159
4,0.519
4,0.177
4,0.662
4,0.201
4,0.858
4,0.45
4,0.242
4,0.486
4,0.044
4,0.723
4,0.014
1,0.475
4,0.028
4,0.124
4,0.645
4,0.108
4,0.666
4,1.233
4,0.398
4,0.276
4,0.641
4,0.786
4,0.028
4,0.028
4,0.192
4,0.161
4,0.317
4,0.888
4,0.67
4,0.108
4,0.194
5,0.22
5,0.752
5,0.178
5,0.49
22,0.577
5,0.091
5,0.253
5,0.09
5,0.254
5,0.043
5,0.141
5,0.288
18,0.181
5,0.862
5,0.262
5,0.399
5,0.33
5,0.249
5,0.432
5,0.128
5,0.456
15,0.014
5,0.397
5,0.84
5,0.654
5,0.109
5,0.332
5,0.143
5,-0.0
5,0.596
5,0.407
5,0.282
5,0.324
5,0.014
5,1.332
5,0.33
5,1.002
5,0.785
18,0.107
5,0.202
5,0.607
5,0.39
5,0.617
5,0.694
5,0.014
12,0.267
5,0.237
5,0.328
5,0.198
5,0.298
5,0.059
12,0.879
5,0.492
5,0.736
5,1.004
5,0.125
5,0.141
5,0.901
5,0.042
5,0.089
5,0.302
5,0.52
5,0.109
5,0.142
5,0.059
5,0.109
5,1.247
5,0.109
5,0.108
18,0.143
5,0.219
5,0.216
5,0.646
11,0.014
5,0.519
5,0.092
5,0.16
5,0.643
5,0.044
5,-0.0
5,0.335
5,0.593
5,0.544
5,0.687
5,0.508
5,0.274
5,0.847
5,0.743
6,0.333
6,0.199
6,0.371
6,0.108
6,0.643
6,0.028
6,0.652
6,0.239
6,0.889
6,0.126
6,0.576
6,0.014
6,0.142
6,0.607
6,0.014
12,1.416
6,0.507
6,0.219
6,0.216
6,1.337
6,0.305
6,0.197
6,0.294
6,0.196
6,0.413
6,0.281
6,0.107
6,0.091
6,0.961
6,0.602
6,0.089
6,-0.0
6,0.6
6,0.348
6,1.466
6,0.305
6,0.686
6,0.106
6,0.239
6,1.367
6,0.458
6,0.317
6,0.107
6,0.141
9,0.849
6,0.45
6,0.183
6,0.266
6,0.092
5,0.014
6,0.254
6,0.2
6,0.195
6,0.073
6,0.363
6,0.373
6,0.127
6,0.092
12,0.345
6,0.67
6,1.456
6,0.576
6,0.333
6,0.424
6,0.317
6,0.259
6,0.466
6,0.309
6,0.395
6,0.756
6,0.221
6,0.57
6,0.058
6,1.076
6,0.324
6,0.145
6,1.236
6,0.366
6,0.029
6,0.698
6,0.587
6,0.367
6,0.706
6,0.296
6,0.252
6,0.073
6,0.058
6,0.159
6,0.307
6,0.125
6,1.158
6,0.253
6,1.137
6,0.223
6,0.124
6,0.729
6,0.386
6,0.322
6,0.896
6,0.277
6,0.357
6,0.291
6,1.185
6,0.495
6,0.55
6,0.156
6,0.028
6,0.074
6,0.259
6,0.106
6,0.556
6,0.839
6,1.115
6,0.028
6,1.832
6,0.409
6,0.089
6,0.525
11,0.029
6,0.682
6,0.462
6,0.204
6,0.129
6,0.418
6,0.241
6,1.056
6,0.461
7,0.228
7,0.385
7,0.092
7,0.405
7,0.665
7,0.646
7,0.526
7,0.029
7,0.597
7,0.143
7,0.96
7,1.017
6,0.579
7,0.075
7,0.476
7,0.263
7,0.745
7,0.533
7,0.183
7,0.181
7,0.31
7,0.359
7,0.059
7,0.22
7,0.258
7,0.558
7,0.473
7,0.147
7,0.029
7,0.2
7,0.356
7,0.183
7,0.488
7,0.147
7,1.145
7,0.242
7,0.029
7,0.243
7,0.147
7,0.246
7,0.271
7,0.722
7,0.11
7,0.405
7,0.767
7,0.226
7,0.322
7,0.423
7,0.948
7,0.028
7,0.057
7,0.679
7,0.09
7,0.014
7,0.175
7,0.194
7,0.16
7,1.218
7,0.542
7,0.014
7,0.16
7,0.028
7,0.103
7,0.014
7,0.014
7,0.043
7,0.014
7,0.601
7,0.635
7,0.164
7,0.045
7,0.014
7,0.058
7,0.49
7,0.317
7,0.058
7,0.273
7,0.156
7,0.728
7,1.609
7,0.09
7,0.385
7,0.042
7,0.474
7,0.358
7,0.2
7,0.124
7,0.196
7,0.159
7,0.545
7,-0.0
7,0.072
20,0.736
7,0.361
7,0.158
7,0.09
7,0.435
7,0.594
7,1.038
7,0.014
19,0.469
7,0.433
7,0.561
7,0.259
1,0.282
7,0.254
7,0.469
7,0.108
1,0.219
7,0.261
7,0.258
7,0.139
7,0.768
7,0.259
10,0.043
7,0.485
7,0.346
7,0.058
7,0.728
7,0.281
7,0.716
7,1.268
7,0.936
7,0.106
7,0.028
7,0.181
7,1.321
7,0.014
7,0.305
7,0.075
7,0.328
7,1.008
7,0.688
7,1.219
7,0.142
7,0.552
7,0.237
7,0.105
7,0.377
7,1.277
7,0.092
7,0.124
7,0.255
7,0.466
7,0.089
7,0.214
7,0.207
7,0.5
7,0.264
7,0.8
7,0.294
7,0.258
7,0.044
7,0.029
6,0.275
7,0.029
1,0.043
7,1.991
7,0.029
7,0.529
7,0.907
7,0.442
7,0.459
7,0.736
9,-0.0
7,0.343
7,0.145
7,0.204
7,0.126
7,0.824
7,-0.0
7,0.724
7,0.357
7,0.11
7,0.092
7,0.06
7,0.709
7,0.883
7,0.045
7,0.353
7,1.117
7,0.629
7,1.055
7,0.393
7,0.122
13,-0.0
10,1.008
7,0.028
7,0.124
7,0.482
7,0.261
7,0.368
7,0.028
7,0.536
7,0.223
7,0.218
7,0.091
7,0.075
7,0.412
7,0.896
7,0.258
7,0.144
1,0.077
7,1.149
8,0.369
7,0.425
7,0.059
7,0.091
5,0.177
7,1.869
7,0.652
7,0.818
7,0.014
7,0.163
7,1.61
7,0.311
7,1.042
7,0.014
7,0.918
7,0.192
7,0.014
7,0.26
7,0.368
7,0.696
7,0.164
7,0.167
7,0.564
7,0.198
7,0.274
7,0.058
7,0.043
7,0.21
7,0.043
7,0.014
3,0.795
7,0.124
7,0.974
7,1.023
7,0.242
7,0.216
1,0.106
7,0.028
7,0.303
7,0.142
7,0.839
7,0.216
7,0.199
7,0.06
7,0.413
7,0.638
7,0.671
7,0.611
7,0.029
7,0.791
7,2.221
8,0.402
13,0.184
8,0.109
1,1.281
8,0.014
8,0.162
8,0.142
8,0.109
8,0.38
8,0.183
8,0.014
8,0.125
8,0.374
8,0.818
8,0.419
8,0.183
8,0.385
8,0.325
8,0.045
8,0.158
8,0.091
8,1.818
8,0.126
8,0.168
2,1.465
8,0.706
8,0.409
8,0.184
8,0.762
8,0.091
8,0.562
8,0.573
8,0.062
8,0.692
8,0.408
8,0.439
8,0.349
8,0.145
8,0.09
8,0.109
8,0.786
8,1.249
8,0.044
8,0.52
8,0.326
8,1.025
8,0.439
8,0.64
8,0.299
8,0.029
8,0.954
8,0.234
8,0.057
8,0.127
8,0.125
8,0.285
8,0.83
8,0.092
8,0.058
8,0.285
8,0.06
8,0.634
8,0.126
8,0.218
8,0.32
8,0.077
8,0.076
8,0.092
8,0.044
8,0.028
8,0.277
8,0.028
8,0.494
8,0.06
8,0.043
8,0.552
8,0.396
8,1.216
8,0.2
8,0.377
8,0.394
8,0.778
8,0.257
8,2.094
8,0.887
8,0.124
8,-0.0
8,0.199
8,0.259
19,0.699
8,0.217
8,0.447
8,0.059
8,0.183
8,0.5
8,1.043
8,0.709
8,0.591
8,0.045
8,0.199
8,0.343
9,0.061
9,0.058
9,0.044
9,0.285
9,0.701
9,0.182
9,0.129
9,0.059
9,0.466
9,0.123
9,0.233
9,0.014
9,0.218
9,0.301
9,0.219
9,0.059
9,0.074
9,0.242
9,0.24
9,0.983
9,0.014
9,1.11
9,0.661
9,0.127
9,0.442
9,0.073
9,1.242
9,0.255
9,1.784
9,0.636
9,0.107
11,0.593
9,0.441
9,0.321
9,0.783
9,0.236
9,0.464
9,0.18
9,0.257
9,0.603
9,0.394
9,0.363
12,0.512
9,0.999
9,0.294
9,0.108
9,0.536
9,0.516
9,0.141
9,0.106
9,0.368
9,0.71
9,0.107
9,0.269
9,1.312
9,0.757
9,0.272
9,0.249
9,0.342
9,0.029
9,1.38
9,1.279
9,0.075
9,0.075
9,0.237
9,0.074
9,0.299
9,0.217
9,0.278
9,1.363
3,0.677
9,0.058
9,0.107
9,1.011
9,0.076
9,1.187
9,0.279
9,0.346
9,0.182
16,0.747
9,1.314
9,0.665
9,0.406
9,0.076
9,0.195
9,2.054
9,0.091
9,0.043
9,0.393
18,0.058
9,0.42
9,0.597
10,0.014
10,0.646
10,1.533
10,0.175
10,0.766
10,0.028
