CHR,P
19,2.365
19,2.24
19,2.115
17,3.054
17,3.429
17,3.679
19,2.615
19,2.49
19,2.865
20,4.21
14,0.532
14,0.657
14,0.782
14,0.907
14,3.852
14,3.227
15,2.502
15,2.377
15,2.752
15,2.627
15,2.252
15,2.002
15,2.127
5,0.326
5,0.451
5,0.201
13,1.496
13,0.729
13,1.121
13,0.854
13,0.354
13,0.979
3,0.513
3,0.638
3,0.763
13,0.479
13,0.604
6,0.264
6,0.389
6,0.139
6,0.889
6,0.514
6,0.764
6,0.639
17,0.791
17,0.666
11,3.029
11,3.529
17,0.916
17,0.541
20,0.206
20,1.48
7,3.483
8,2.508
8,2.383
8,2.258
8,2.133
8,0.335
8,0.46
8,2.008
8,2.883
8,2.633
8,2.758
2,1.15
2,1.525
2,1.65
2,1.025
2,1.4
2,1.275
2,1.775
2,1.9
7,2.508
7,2.258
6,0.231
10,3.113
16,2.007
16,2.132
16,2.757
16,2.257
16,2.507
16,2.632
16,2.382
4,3.035
4,3.41
4,3.285
14,1.824
20,0.423
20,0.173
20,0.298
22,0.664
22,0.789
22,0.914
22,0.539
6,0.491
6,0.991
6,0.741
6,0.616
8,2.223
8,2.473
8,2.098
8,2.348
21,1.219
21,1.469
21,1.094
21,1.594
21,1.344
21,1.719
21,1.844
21,1.969
21,0.568
21,0.818
21,0.943
21,0.693
15,0.279
15,0.654
15,0.404
15,0.904
15,0.529
15,0.779
15,0.532
5,3.346
5,3.596
5,3.221
5,3.096
6,0.323
6,0.198
6,0.448
13,1.843
16,2.097
16,2.347
16,2.472
16,2.222
16,0.174
16,0.299
16,0.424
4,3.0
4,3.375
4,3.5
4,3.125
4,3.25
13,1.076
13,1.576
5,1.025
5,1.9
5,1.15
5,1.775
7,0.718
7,0.843
7,0.593
7,0.968
1,0.679
1,0.554
1,0.929
1,0.804
15,3.658
15,3.033
15,3.158
18,0.872
18,0.747
18,0.497
20,3.603
21,1.059
21,1.684
21,1.184
21,1.309
21,1.809
21,1.434
13,0.69
14,2.495
14,2.62
14,2.745
14,2.245
9,0.289
9,0.414
14,2.87
14,2.12
5,3.186
5,3.061
2,0.199
2,0.324
2,0.449
6,2.461
6,2.211
6,2.586
6,2.086
6,2.336
6,2.836
9,2.603
9,2.103
9,2.228
9,2.353
9,2.478
9,2.978
9,2.728
9,2.853
11,2.812
11,2.687
16,0.141
4,0.645
4,0.27
4,0.395
4,0.52
4,0.77
4,0.895
4,3.215
4,3.09
18,0.196
19,4.168
20,3.568
8,4.221
14,2.46
14,2.71
14,2.335
14,2.085
14,0.287
14,0.412
14,2.585
2,3.363
2,3.238
2,3.988
2,3.613
2,3.113
8,1.885
2,0.166
10,1.734
10,1.984
12,1.176
5,0.706
5,0.581
5,0.831
5,0.956
12,1.926
17,2.137
16,0.733
16,0.483
16,0.608
16,0.983
16,0.858
16,0.358
19,1.547
19,1.172
19,1.047
5,2.737
5,2.987
5,2.862
14,0.01
20,3.033
11,0.464
11,0.339
7,2.216
7,2.091
7,2.466
7,2.966
7,2.341
7,2.716
7,2.841
14,2.675
14,2.05
14,2.8
14,2.175
2,0.633
2,0.883
2,0.508
2,0.133
2,0.258
2,0.758
2,0.383
2,3.328
8,0.715
8,0.84
8,0.59
17,1.401
14,1.817
10,0.607
10,0.982
10,0.482
10,0.857
12,0.777
12,0.527
12,0.902
12,0.402
12,0.277
12,0.652
15,1.091
15,1.318
15,1.466
15,1.568
3,0.196
3,0.446
3,0.321
15,1.193
15,1.029
15,1.529
15,1.779
15,1.654
17,3.585
17,3.335
13,3.789
13,3.164
11,2.352
11,2.227
11,2.102
11,2.477
11,2.852
11,2.727
7,2.306
7,2.056
7,2.181
7,2.681
7,2.431
7,2.556
7,2.806
7,2.931
8,1.831
8,1.331
3,0.117
8,4.276
1,0.092
1,0.217
21,2.001
20,1.58
16,1.644
14,4.083
16,1.519
12,1.268
12,1.143
12,1.518
12,1.768
12,1.393
12,1.018
12,1.643
5,2.079
5,2.454
5,2.704
5,2.829
5,2.329
5,2.204
5,2.579
9,1.808
3,0.163
6,0.828
6,0.703
6,0.578
6,0.953
16,1.205
16,1.33
16,1.705
16,1.83
16,1.08
16,1.455
16,1.955
4,2.483
4,2.108
1,0.036
4,2.358
4,2.233
4,2.858
4,2.983
4,2.733
4,2.608
10,0.515
10,0.14
3,0.084
10,0.265
10,0.64
10,0.89
10,0.39
10,0.765
20,1.488
20,1.238
20,1.113
20,1.363
10,0.255
1,0.309
1,0.059
1,0.184
1,0.434
10,0.38
10,0.505
10,0.13
10,0.755
21,0.667
21,0.542
21,0.917
21,0.792
22,0.506
12,0.461
12,0.336
5,2.169
5,2.669
5,2.294
5,2.419
5,2.919
5,2.044
5,2.794
5,2.544
1,0.105
10,0.007
21,1.853
21,1.728
16,1.67
16,1.17
16,1.295
16,1.42
16,1.045
16,1.795
16,1.545
4,2.073
4,2.948
4,2.323
4,2.448
4,2.573
4,2.198
4,2.823
4,2.698
10,0.232
10,1.381
10,1.131
11,1.52
1,0.151
14,2.875
14,2.5
14,2.125
20,2.676
20,2.051
20,2.426
20,2.176
20,2.301
20,2.551
20,2.801
9,1.16
9,1.41
9,1.285
9,1.035
9,1.535
9,1.785
9,1.66
9,1.91
14,1.443
14,1.318
15,3.663
15,3.038
20,0.361
20,0.611
20,0.861
20,0.986
20,0.736
5,2.134
5,2.634
5,2.759
5,2.009
5,2.509
5,2.259
5,2.384
22,1.915
22,1.415
11,0.194
11,0.444
22,0.135
22,0.635
4,2.038
4,2.913
4,2.413
4,2.288
4,2.163
4,2.788
4,2.538
6,1.675
6,1.3
6,1.925
6,1.05
6,1.55
6,1.175
6,1.425
6,1.8
20,2.266
20,2.141
20,2.016
20,2.641
20,0.468
20,0.343
20,2.391
8,3.294
11,0.844
11,0.344
11,0.719
11,0.594
11,0.469
11,0.969
14,1.033
14,1.158
14,1.283
2,2.311
2,2.811
2,2.436
2,2.686
2,2.561
2,2.186
2,2.061
2,2.936
16,1.854
14,1.998
14,1.623
14,1.748
18,1.22
18,1.595
18,1.345
18,1.095
18,1.47
18,1.845
18,1.72
18,1.97
3,1.102
3,1.227
3,1.477
3,1.352
3,1.602
3,1.852
3,1.977
3,1.727
21,0.175
21,0.425
16,3.043
16,3.543
16,3.168
11,1.335
11,1.085
11,1.21
11,1.585
11,1.46
11,1.835
11,1.96
11,1.71
20,2.231
20,2.356
8,3.259
8,3.009
8,3.384
8,3.134
18,2.804
18,2.429
18,2.679
18,2.304
2,2.401
2,2.151
2,2.901
2,2.026
2,2.526
2,2.651
2,2.276
2,2.776
14,0.209
8,1.777
13,2.738
13,2.363
13,2.863
13,2.613
18,0.288
18,0.413
9,0.459
9,0.334
3,1.192
3,1.442
3,1.317
3,1.067
3,1.567
3,1.692
3,1.942
3,1.817
14,0.246
14,0.371
17,2.033
17,2.783
17,2.283
17,2.158
17,2.408
17,2.533
12,0.045
13,2.112
13,2.737
13,2.862
13,2.362
13,2.487
13,2.612
13,2.237
7,1.754
7,1.129
7,0.23
7,1.504
7,1.254
7,1.379
7,1.629
7,1.004
1,1.09
1,1.465
1,1.34
1,1.715
1,1.59
1,1.215
1,1.965
1,1.84
22,0.838
1,0.814
1,0.564
1,0.689
1,0.939
20,4.014
21,0.297
21,0.172
21,0.422
14,3.781
14,3.656
14,3.906
14,3.156
18,1.966
18,1.716
2,0.028
12,0.841
12,0.591
12,0.716
12,0.966
12,1.885
6,3.247
6,3.622
6,3.747
6,3.122
6,3.872
6,3.372
13,1.111
13,1.246
13,1.986
13,1.611
13,1.861
13,1.736
13,1.746
16,0.653
16,0.278
16,0.528
16,0.778
16,0.403
16,0.903
4,1.181
4,1.306
4,1.806
4,1.556
4,1.056
4,1.931
4,1.681
4,1.431
7,0.197
7,0.447
7,0.322
5,0.047
1,1.305
1,1.18
1,1.805
1,1.055
1,1.68
1,1.555
1,1.43
1,1.93
22,1.06
22,1.56
22,1.31
22,1.685
22,1.185
3,0.012
2,0.678
2,0.803
2,0.928
2,0.553
5,0.093
5,0.218
5,1.242
5,1.867
5,1.117
5,1.617
5,1.492
5,1.742
17,2.417
20,1.537
18,0.964
18,0.589
18,0.714
19,0.285
5,2.642
19,0.41
7,0.164
4,1.271
4,1.146
4,1.396
4,1.021
4,1.771
4,1.896
4,1.521
4,1.646
10,0.579
10,0.704
10,0.954
17,0.006
13,0.609
13,0.359
13,0.859
13,0.484
19,1.178
19,1.678
19,2.974
5,0.037
19,2.724
19,2.099
19,2.599
19,2.349
19,2.224
19,2.849
20,1.499
20,1.249
20,1.624
14,0.266
14,0.391
14,0.641
14,0.516
14,0.766
14,0.891
14,3.336
2,1.669
2,1.044
2,1.419
2,1.794
2,1.169
2,1.294
5,0.06
5,0.435
2,1.919
2,1.544
5,0.31
5,0.185
8,0.227
6,0.354
13,0.588
13,0.838
13,0.713
13,0.963
5,0.106
7,1.621
7,1.746
19,1.932
17,0.775
17,0.4
10,2.976
10,2.601
10,2.476
10,2.851
11,3.263
10,2.937
7,3.842
7,3.092
7,3.342
8,2.367
8,2.617
8,0.194
8,0.319
8,0.069
8,0.444
8,2.117
8,2.492
2,1.009
2,1.384
2,1.884
2,1.134
2,1.259
2,1.634
2,1.759
2,1.509
6,0.044
20,2.51
20,2.01
20,1.983
5,3.115
5,3.865
5,3.24
5,3.365
5,3.49
8,0.115
15,0.171
3,0.55
3,0.925
3,0.675
3,0.8
6,0.215
6,0.09
16,2.116
16,2.241
14,2.937
14,2.437
16,2.741
16,2.366
16,2.616
4,3.394
4,3.269
4,3.019
17,1.141
17,0.702
17,0.827
17,0.577
17,0.952
20,0.282
8,0.161
22,0.273
22,0.398
22,0.523
22,0.898
8,2.457
8,2.207
8,2.082
8,2.582
8,2.332
8,2.707
8,2.957
16,0.11
21,1.203
21,1.703
21,1.828
21,1.328
21,1.453
21,1.078
21,1.578
21,1.953
10,1.099
10,1.599
10,1.974
10,1.474
10,1.724
10,1.849
15,1.708
15,0.388
15,0.138
15,0.888
15,0.513
15,0.263
15,0.763
15,0.638
13,0.003
5,3.58
5,3.455
15,2.271
6,0.182
6,0.307
6,0.432
16,2.206
16,2.081
16,2.331
16,2.956
16,2.456
16,2.706
22,1.139
4,3.359
4,3.484
4,3.609
4,3.984
4,3.109
4,3.234
4,0.162
13,1.935
13,1.06
13,1.185
7,0.702
7,0.952
7,0.827
7,0.577
1,0.663
1,0.788
1,0.538
1,0.913
14,2.03
14,2.28
14,2.905
21,1.668
21,1.043
21,1.543
21,1.168
21,1.293
21,1.793
21,1.418
14,2.604
14,2.729
14,2.104
14,2.229
14,2.354
14,2.479
14,2.979
2,3.132
2,3.507
4,0.083
5,3.295
6,2.82
5,3.545
5,3.045
5,3.92
6,2.32
6,2.945
6,2.695
6,2.57
6,2.07
6,2.195
10,0.472
10,0.972
10,0.597
15,1.808
15,1.933
9,2.837
9,2.462
9,2.712
9,2.087
9,2.337
9,2.212
9,2.962
9,2.587
20,2.769
22,0.457
22,0.332
4,0.629
4,0.129
4,0.754
4,0.379
4,0.504
4,0.254
4,0.879
4,3.199
4,3.449
2,0.104
5,1.1
5,1.725
5,1.85
5,1.975
11,0.231
14,2.319
4,0.05
14,2.819
14,2.444
14,2.069
14,2.194
2,3.097
2,3.972
2,3.347
2,3.222
2,0.15
16,1.884
16,1.759
5,0.94
5,0.815
5,0.565
5,0.69
22,1.318
16,0.967
16,0.592
16,0.842
16,0.717
19,1.531
18,0.458
18,0.333
19,1.281
15,1.11
4,0.221
4,0.096
15,1.485
15,1.61
15,1.235
15,1.36
11,2.262
11,2.762
11,2.012
11,2.137
11,2.637
2,0.071
18,0.723
22,1.755
15,0.681
15,0.556
15,0.931
15,0.806
11,2.621
11,2.371
11,2.496
11,2.121
11,0.323
11,0.198
7,2.2
7,2.075
7,2.45
7,2.325
7,2.575
7,2.7
7,2.95
7,2.825
8,1.1
8,1.475
8,1.6
2,0.867
2,0.617
2,0.242
2,0.992
2,0.742
2,0.367
2,0.492
2,3.437
2,3.937
2,3.187
2,3.687
22,1.382
3,0.43
3,0.18
3,0.305
21,1.093
17,3.319
13,3.773
11,2.461
11,2.586
11,2.336
11,2.086
11,2.711
11,2.961
7,2.04
7,2.29
7,2.665
7,2.54
7,2.165
7,2.415
7,2.79
8,1.065
8,1.315
8,1.565
8,1.69
8,4.26
8,4.885
17,1.873
18,0.767
15,0.939
18,0.517
18,0.267
18,0.392
18,0.892
18,0.642
12,1.377
12,1.002
12,0.228
12,1.502
12,1.627
12,1.127
12,1.252
5,2.188
5,2.063
5,2.563
5,2.438
5,2.688
5,2.813
5,2.313
11,0.434
3,0.147
16,1.814
16,1.939
16,1.689
16,1.564
16,1.064
16,1.189
16,1.439
4,2.717
4,2.092
4,2.967
4,2.217
4,2.842
4,2.342
4,2.592
4,2.467
3,1.347
3,1.222
3,1.472
10,0.624
10,0.124
10,0.374
10,0.999
10,0.749
10,0.874
10,0.249
10,0.499
1,0.418
1,0.293
14,0.588
14,0.838
14,0.963
21,0.651
10,0.022
21,0.401
21,0.526
21,0.901
21,0.276
21,0.776
9,1.554
9,1.054
9,1.304
9,1.679
9,1.179
9,1.429
9,1.929
9,1.804
12,0.32
12,0.07
12,0.195
12,0.445
14,0.936
14,0.811
14,0.561
14,0.686
14,1.613
10,0.045
14,1.863
3,0.239
3,0.489
6,1.178
6,1.678
6,1.553
6,1.303
3,0.864
3,0.364
3,0.739
3,0.989
5,2.403
6,1.053
22,0.587
22,0.837
22,0.712
22,0.962
7,0.676
4,2.432
4,2.682
4,2.307
4,2.182
4,2.057
4,2.932
4,2.557
7,0.926
7,0.801
10,0.216
10,0.091
15,4.68
20,2.16
20,2.41
20,2.535
20,2.66
20,2.035
20,2.285
20,2.91
8,3.438
8,3.313
3,0.845
3,0.595
3,0.97
9,1.394
9,1.644
9,1.269
9,1.019
9,1.519
2,2.205
2,2.08
2,2.58
2,2.83
2,2.33
2,2.705
2,2.455
3,4.05
6,1.825
6,1.45
6,1.075
13,1.776
5,2.618
5,2.493
5,2.368
5,2.868
5,2.243
5,2.118
5,2.743
19,0.672
19,0.547
19,0.922
18,1.114
18,1.239
18,1.489
18,1.364
18,1.614
18,1.739
14,0.736
14,0.986
18,1.864
18,1.989
19,0.264
13,0.225
13,0.1
22,2.177
22,2.052
22,2.302
20,2.25
20,2.125
20,2.375
20,2.0
20,0.452
20,0.202
20,0.327
8,3.153
8,3.278
8,3.903
8,3.403
8,3.028
11,0.828
11,0.578
11,0.953
11,0.703
14,1.142
2,2.17
2,2.795
2,2.045
2,2.545
2,2.67
2,2.295
2,2.42
2,2.92
2,2.529
2,2.029
2,2.904
18,1.706
18,1.831
18,1.956
18,1.204
18,1.704
13,0.067
6,0.573
13,0.317
13,0.442
4,0.943
4,0.693
4,0.568
4,0.818
1,4.355
7,1.882
7,1.132
7,1.007
3,1.211
3,1.586
3,1.461
3,1.711
3,1.086
3,1.336
3,1.836
3,1.961
3,0.118
3,0.493
3,0.618
3,0.993
3,0.743
3,0.868
20,1.569
20,1.069
16,3.527
17,2.802
17,2.177
17,2.427
17,2.927
17,2.302
17,2.052
17,2.552
20,0.169
11,1.069
11,1.444
11,1.194
11,1.319
11,1.569
11,1.694
11,1.944
8,0.923
8,0.798
8,0.548
8,0.673
8,3.118
20,2.34
22,1.05
22,1.425
22,1.175
22,1.8
22,1.3
22,1.675
22,1.55
2,2.01
2,2.135
2,2.51
2,2.385
2,2.76
2,2.26
2,2.635
2,2.885
9,0.193
9,0.068
9,0.318
9,0.443
6,3.141
6,3.641
3,1.176
3,1.051
3,1.426
3,1.301
3,1.551
3,1.676
3,1.801
3,1.926
7,2.738
7,2.488
20,1.823
16,3.117
17,2.017
17,2.267
17,2.392
17,2.892
17,2.142
13,2.346
9,0.114
13,2.596
13,2.096
13,2.471
13,0.349
13,0.599
13,0.724
13,0.849
13,0.474
13,0.974
15,1.484
15,1.984
1,1.199
1,1.574
1,1.074
1,1.324
1,1.824
1,1.449
1,1.949
1,1.699
14,3.39
9,0.035
9,0.16
12,0.95
12,0.575
12,0.7
12,0.825
6,3.106
6,3.356
6,3.231
15,1.611
9,0.058
17,1.069
17,1.194
17,1.819
17,1.319
17,1.569
9,3.248
9,3.498
17,1.694
17,1.944
16,0.262
16,0.512
9,0.081
16,0.887
16,0.762
16,0.637
16,0.387
4,1.165
4,1.04
4,1.415
4,1.665
4,1.29
4,1.915
4,1.79
4,1.54
7,0.306
7,0.431
7,0.181
7,1.736
7,1.986
1,1.289
1,1.039
1,1.164
1,1.914
1,1.414
1,1.789
1,1.539
1,1.664
18,3.151
9,0.127
9,0.252
9,0.377
9,0.627
9,0.877
9,0.752
9,0.502
15,2.63
15,2.755
14,0.158
2,4.133
7,0.102
14,0.033
15,2.505
2,0.912
2,0.537
5,1.476
5,1.976
2,0.787
2,0.662
5,1.101
5,1.601
5,1.726
5,1.226
5,1.351
5,1.851
9,0.025
14,0.056
16,0.229
14,0.079
7,0.148
4,1.63
4,1.13
4,1.005
4,1.38
4,1.755
4,1.88
4,1.505
4,1.255
10,0.563
10,0.938
10,0.688
12,0.021
17,0.692
21,1.246
21,1.746
13,4.844
20,1.547
20,1.922
19,2.083
11,3.157
19,2.208
10,0.939
19,2.583
19,2.333
20,1.483
7,3.236
7,3.111
8,2.136
8,2.011
8,2.636
8,2.261
8,2.511
8,2.761
8,2.386
8,2.886
9,4.629
2,1.153
2,1.278
2,1.028
2,1.403
2,1.653
2,1.528
5,0.294
2,1.903
2,1.778
5,0.419
10,1.339
10,1.589
14,0.023
21,1.373
21,1.873
18,0.562
18,0.687
18,0.812
18,0.937
14,0.046
13,0.947
13,0.822
13,0.572
13,0.697
22,1.721
12,0.011
17,0.134
17,0.259
17,0.384
14,0.217
14,0.092
17,0.634
17,0.884
17,0.509
7,3.201
7,3.451
8,2.351
8,2.476
8,2.101
8,0.428
8,0.178
8,0.303
8,2.726
8,2.601
8,2.226
22,2.065
15,0.523
15,0.898
13,1.063
13,1.188
13,1.313
13,1.563
13,1.688
13,1.438
5,3.099
5,3.599
13,1.938
13,1.813
14,4.109
15,0.03
15,0.155
17,0.242
3,0.534
3,0.659
3,0.784
3,0.909
20,1.858
22,1.475
15,1.298
15,1.673
22,1.557
15,0.053
16,2.225
16,2.725
16,2.475
16,2.1
16,2.6
17,0.226
17,1.125
4,3.003
4,3.628
4,3.503
17,0.101
15,0.076
8,0.145
8,2.691
8,2.441
8,2.316
8,2.566
8,2.066
8,2.191
8,2.816
13,0.018
21,1.937
21,1.062
21,1.687
21,1.312
21,1.187
21,1.437
21,1.562
14,2.373
14,2.498
14,2.873
14,2.123
14,2.623
14,2.248
15,0.747
15,0.372
15,0.122
15,0.497
15,0.247
15,0.622
15,0.997
15,0.872
5,3.189
6,2.589
6,2.339
6,2.839
6,2.464
6,0.416
6,0.291
6,2.214
6,2.089
6,2.714
17,0.996
19,0.559
19,0.684
19,0.809
19,0.934
22,1.748
22,0.224
15,0.043
22,0.099
4,3.218
4,3.093
22,1.248
22,1.873
1,0.522
1,0.647
1,0.272
1,0.397
1,0.772
1,0.897
18,0.757
20,3.321
21,1.902
21,1.527
21,1.652
21,1.152
21,1.027
21,1.777
21,1.277
14,2.213
14,2.713
14,2.338
14,2.088
14,2.463
7,1.535
2,3.991
2,3.241
5,3.029
5,3.279
5,3.404
6,2.429
6,2.304
6,2.554
6,2.054
6,2.679
6,2.179
6,2.929
12,2.471
19,1.05
19,1.3
3,2.339
3,2.464
3,2.089
3,2.839
19,1.175
19,1.425
19,1.55
19,1.925
21,1.372
21,1.208
21,1.708
21,1.497
22,0.191
22,0.316
4,0.863
4,0.613
4,0.363
4,0.238
4,0.738
4,0.488
4,0.988
22,2.582
22,2.207
22,2.457
22,2.082
22,2.832
22,2.957
14,2.144
14,2.269
20,3.411
22,0.112
11,0.09
11,0.215
14,2.428
14,2.178
14,2.053
14,2.803
14,2.303
2,3.331
2,3.956
2,3.456
2,3.081
21,0.399
8,1.65
16,0.576
13,0.899
13,0.399
16,0.826
16,0.701
16,0.951
19,1.015
19,1.14
15,1.094
4,0.205
15,1.594
15,1.219
15,1.469
15,1.969
15,1.344
15,1.719
15,1.844
17,3.588
17,3.088
19,0.139
19,0.514
19,0.639
19,0.889
19,0.389
19,0.764
11,2.48
11,2.605
11,2.105
11,2.23
11,0.182
11,0.432
7,2.684
7,2.559
7,2.309
7,2.059
7,2.434
7,2.184
7,2.934
7,2.809
8,1.084
8,1.459
8,1.959
2,0.851
2,0.726
2,0.976
2,0.351
2,0.476
2,0.601
2,3.421
19,1.984
14,4.086
18,0.159
18,0.034
11,0.103
18,0.057
20,1.972
17,3.053
4,2.486
4,2.861
4,2.736
4,2.111
4,2.236
4,2.986
4,2.361
11,2.07
11,2.57
11,2.82
11,2.195
11,2.32
11,2.945
11,2.445
8,1.549
8,1.299
8,1.174
8,1.049
8,1.424
8,1.674
8,1.924
8,1.799
8,4.244
18,2.948
18,2.159
18,2.409
18,2.284
18,2.659
18,2.573
18,2.034
3,0.835
3,0.71
3,0.96
8,1.671
6,1.815
6,1.19
14,4.051
8,1.382
8,1.132
8,1.257
8,1.007
8,1.757
8,1.507
8,1.882
9,0.797
9,0.547
9,0.672
9,0.922
12,0.087
12,0.212
12,1.236
12,1.736
12,1.986
5,2.422
5,2.547
5,2.172
5,2.047
5,2.672
5,2.297
5,2.922
18,0.024
18,0.047
16,1.173
16,1.048
16,1.423
16,1.298
16,1.548
16,1.798
16,1.923
4,2.576
4,2.951
4,2.326
4,2.451
4,2.076
4,2.201
4,2.701
4,2.826
22,0.209
5,0.014
10,0.608
10,0.858
10,0.983
10,0.358
10,0.733
10,0.483
20,0.021
12,2.227
12,2.852
12,2.602
22,0.441
14,0.746
22,0.066
17,0.029
21,0.635
21,0.885
21,0.51
21,0.385
21,0.76
21,0.26
21,0.135
9,1.413
9,1.038
9,1.288
9,1.913
9,1.538
9,1.163
9,1.788
9,1.663
12,0.304
12,0.179
12,0.429
15,3.041
15,3.916
19,0.11
18,1.696
18,1.446
20,0.115
3,0.473
5,2.137
5,2.637
5,2.262
5,2.887
6,1.787
6,1.912
6,1.287
6,1.162
6,1.537
6,1.662
6,1.412
5,0.464
5,0.339
3,0.002
19,0.008
6,0.563
19,0.156
19,0.031
22,0.571
22,0.696
22,0.946
22,0.821
7,0.535
4,2.041
4,2.666
4,2.791
4,2.916
4,2.166
4,2.291
4,2.416
4,2.541
7,0.91
10,1.224
10,1.349
22,0.14
22,0.265
19,0.054
21,0.227
20,2.894
20,2.144
20,2.394
20,2.019
20,2.519
19,0.077
20,2.269
8,3.297
8,3.047
8,3.422
9,1.628
9,1.128
9,1.378
9,1.003
9,1.253
9,1.503
9,1.753
2,2.189
2,2.689
2,2.314
2,2.564
2,2.064
2,2.939
2,2.439
2,2.814
17,0.019
17,2.022
17,2.897
20,3.002
20,3.252
18,1.098
18,1.723
18,1.223
18,1.473
18,1.348
18,1.848
18,1.598
18,1.973
19,0.498
18,0.944
5,2.911
5,2.411
13,0.209
18,0.694
10,0.292
10,0.417
11,1.213
11,1.088
11,1.588
11,1.338
11,1.713
11,1.463
11,1.963
11,1.838
20,0.436
20,0.186
8,3.262
8,3.012
8,3.137
14,1.126
14,1.001
14,1.376
14,1.251
14,1.626
14,1.501
5,0.273
5,0.523
5,0.648
5,0.898
5,0.773
5,0.398
2,2.654
2,2.279
2,2.154
2,2.779
2,2.404
21,1.917
20,0.107
13,0.301
13,0.426
13,0.176
15,0.542
15,0.667
15,0.792
1,4.339
15,0.917
21,1.276
21,1.776
3,1.82
3,1.07
3,1.32
3,1.195
3,1.445
3,1.695
6,0.461
6,0.336
3,1.57
3,1.945
7,0.826
7,0.701
7,0.951
22,1.624
22,2.151
16,3.636
16,3.511
17,2.286
17,2.411
17,2.536
17,2.161
17,2.036
13,2.24
13,2.74
13,2.115
13,2.49
7,1.976
7,1.476
11,1.303
11,1.053
11,1.428
11,1.553
11,1.803
8,0.907
8,0.532
8,0.782
8,0.657
8,3.102
8,3.352
15,0.005
20,0.051
20,0.074
6,3.25
6,3.375
3,1.16
3,1.035
3,1.285
3,1.41
3,1.91
3,1.785
3,1.535
3,1.66
17,0.645
20,0.745
17,2.626
17,2.376
17,2.126
17,2.501
17,2.751
17,2.251
17,2.001
20,0.12
14,0.757
20,1.037
1,1.308
1,1.058
1,1.683
1,1.808
1,1.183
1,1.433
1,1.558
1,1.933
12,0.91
10,1.618
10,1.243
10,1.743
10,1.868
9,0.144
2,4.277
10,1.704
10,1.829
10,1.454
10,1.993
12,1.31
12,1.685
12,1.435
12,1.56
15,2.04
5,1.37
5,1.745
5,1.12
5,1.87
5,1.245
5,1.62
5,1.995
5,1.495
6,3.09
6,3.215
6,3.59
17,1.179
17,1.679
16,0.746
16,0.621
16,0.496
16,0.996
16,0.371
16,0.871
16,0.121
4,1.399
4,1.774
4,1.149
4,1.024
4,1.274
4,1.649
4,1.899
4,1.524
7,0.29
7,0.415
11,1.819
1,1.148
1,1.273
1,1.523
1,1.023
1,1.398
1,1.648
1,1.773
1,1.898
14,2.424
15,0.226
15,0.101
18,3.26
18,3.76
9,0.236
9,0.361
9,0.486
9,0.611
9,0.986
9,0.861
9,0.736
14,3.214
14,3.589
15,2.614
15,2.239
15,2.364
15,2.989
15,2.864
2,0.396
2,0.521
5,1.46
5,1.085
5,1.96
2,0.271
2,0.771
2,0.646
2,0.896
5,1.335
5,1.585
5,1.71
16,0.088
16,0.213
4,0.467
4,0.342
15,1.663
15,1.788
15,1.413
15,1.288
15,1.163
15,1.038
15,1.538
15,1.913
20,2.999
20,2.124
20,2.249
20,2.499
20,2.374
21,0.574
21,0.824
21,0.699
21,0.949
20,1.092
20,1.217
20,1.967
20,1.842
18,1.772
20,1.342
20,1.592
8,2.12
8,2.245
8,2.87
8,2.37
8,2.62
14,0.984
14,0.359
14,0.484
14,0.859
14,0.734
2,1.512
2,1.012
2,1.387
2,1.262
2,1.137
2,1.762
2,1.637
2,1.887
14,1.547
14,1.922
14,1.797
19,2.133
19,2.633
19,2.008
19,2.508
19,2.258
19,2.094
19,2.219
16,0.43
16,0.305
16,0.18
19,2.469
18,0.546
18,0.796
18,0.671
18,0.921
16,0.202
16,2.119
16,2.494
16,2.744
16,2.244
16,2.619
16,2.994
16,2.369
11,0.536
11,0.786
11,0.661
11,0.911
11,3.106
11,3.356
12,2.631
12,2.006
12,2.256
12,2.756
8,2.335
8,2.71
8,2.585
8,2.96
8,0.287
8,0.412
8,2.46
8,2.085
8,2.21
8,2.835
19,1.387
21,0.02
13,1.422
13,1.672
13,1.797
13,1.547
13,1.297
13,1.172
5,3.083
13,1.047
13,1.922
3,0.643
3,0.268
3,0.768
3,0.393
3,0.518
3,0.893
19,2.794
21,1.362
19,1.006
21,1.862
21,1.487
21,4.1
16,2.084
8,0.01
16,2.959
16,2.334
16,2.459
16,2.209
16,2.709
4,3.487
4,3.237
4,3.737
4,3.112
17,0.21
8,2.3
8,2.05
8,2.175
8,2.55
8,2.675
8,2.425
1,0.164
21,1.171
21,1.046
21,1.296
21,1.671
21,1.921
21,1.421
19,1.641
14,2.357
14,2.107
14,2.857
14,2.482
14,2.732
14,2.232
15,0.731
15,0.981
15,0.606
15,0.356
15,0.481
15,0.856
5,3.048
5,3.548
6,2.948
6,2.198
6,2.573
6,2.448
6,2.073
6,2.823
6,2.698
6,2.323
14,1.802
1,0.085
19,0.217
13,1.66
13,1.91
19,0.793
19,0.668
19,0.543
19,0.918
22,1.107
22,0.208
22,1.232
22,1.357
4,3.077
4,3.202
4,3.452
22,1.482
10,0.462
10,0.337
15,2.38
15,2.88
19,0.879
19,0.129
19,0.629
19,0.754
1,0.506
1,0.131
1,0.381
1,0.256
1,0.631
1,0.756
1,0.881
6,2.932
21,0.696
21,0.946
