CHR,P
3,0.449
17,0.141
4,1.495
1,1.369
1,1.244
1,1.494
1,1.994
1,1.744
1,1.619
18,0.661
18,0.536
18,0.786
15,0.287
15,0.412
6,0.581
6,0.706
6,0.831
17,0.608
17,0.483
20,1.172
20,1.922
17,0.733
10,0.518
10,0.643
10,0.268
10,0.393
10,0.893
10,0.768
1,0.437
1,0.312
1,0.187
21,0.67
23,2.334
12,0.464
12,0.339
1,0.108
22,0.606
22,0.981
13,0.277
13,0.902
13,0.402
13,0.777
13,0.652
2,1.198
2,1.073
2,1.573
13,1.018
13,1.143
21,1.126
17,1.205
11,0.347
11,0.597
11,0.722
11,0.847
13,0.336
17,1.045
18,0.416
9,0.462
9,0.337
21,0.3
21,0.175
21,0.425
11,2.22
12,0.344
12,0.719
12,0.469
15,1.408
12,0.594
15,1.908
16,0.656
16,0.281
16,0.531
16,0.406
16,0.781
7,0.45
7,0.2
7,0.325
21,0.142
23,1.032
23,1.157
9,0.896
11,2.435
11,2.81
9,0.396
9,0.646
9,0.271
9,0.521
12,1.71
9,0.771
2,0.806
2,0.931
2,0.556
5,0.221
3,2.651
5,0.096
16,1.147
16,1.022
19,0.413
7,0.167
10,0.707
10,0.582
10,0.957
10,0.832
14,0.269
14,0.394
14,0.644
14,0.519
14,0.769
8,1.129
8,1.004
8,0.23
5,0.438
5,0.313
3,0.028
13,0.966
13,0.716
13,0.841
13,0.591
5,0.109
17,0.653
17,0.903
17,0.278
17,0.403
17,0.528
8,0.197
8,0.322
8,0.447
18,1.072
9,1.118
9,1.493
3,0.678
3,0.928
6,1.742
6,1.117
6,1.367
3,0.553
3,0.803
6,0.218
6,0.093
6,1.242
20,0.41
20,0.285
8,0.164
10,1.804
18,1.287
9,1.083
9,1.833
9,1.458
15,0.766
15,3.086
14,1.741
9,1.333
9,1.583
3,1.169
15,0.391
3,1.919
6,0.31
6,0.06
6,0.435
6,0.185
7,1.231
4,0.165
1,0.791
1,0.666
1,0.541
3,1.634
3,1.134
3,1.259
22,0.46
4,0.382
4,0.507
4,0.257
4,0.882
4,0.757
7,1.571
7,1.321
2,0.107
23,0.98
23,0.48
11,1.758
11,1.258
11,0.234
11,1.008
5,0.693
5,0.943
5,0.818
5,0.568
16,0.47
16,0.97
16,0.345
16,0.595
16,0.72
4,0.224
2,0.074
11,0.451
11,0.201
11,0.326
2,0.12
8,0.827
2,0.245
2,0.37
2,0.995
5,1.059
2,0.495
2,0.62
8,0.577
2,0.745
5,1.934
5,1.309
3,0.183
3,0.308
3,0.433
23,0.414
23,0.289
4,1.354
4,1.104
3,0.104
18,0.395
18,0.77
18,0.52
18,0.645
12,0.231
6,0.94
6,0.815
6,0.565
6,0.69
17,0.592
20,1.031
20,1.156
19,0.333
10,0.377
10,0.127
10,0.752
10,0.877
10,0.502
10,0.627
1,0.421
1,0.296
21,0.779
21,0.654
21,0.279
12,2.121
12,0.198
12,0.448
12,0.323
8,2.575
2,1.092
3,0.367
3,0.617
3,0.242
3,0.492
3,0.867
2,1.967
3,0.742
3,0.992
22,0.59
22,0.84
7,0.679
7,0.929
7,0.554
10,0.219
10,0.094
2,1.557
2,1.057
19,0.892
19,0.642
19,0.392
19,0.267
13,1.502
17,1.064
20,0.33
20,0.455
11,0.831
11,0.581
11,0.706
13,0.195
13,0.32
13,0.445
4,0.571
15,0.936
15,0.561
15,0.686
4,0.946
15,0.811
4,0.696
17,1.279
17,1.904
17,1.404
8,0.551
8,0.676
8,0.926
8,0.801
15,1.052
6,2.118
23,1.035
23,1.535
21,0.409
21,0.284
18,2.288
9,0.163
12,0.953
12,0.578
3,2.545
16,0.39
16,0.265
16,0.14
16,0.89
7,0.059
7,0.184
7,0.309
7,0.434
9,0.755
9,0.63
9,0.255
9,0.505
12,1.069
11,2.294
11,2.169
9,0.38
14,0.161
7,0.105
2,0.79
5,0.205
16,1.506
16,0.232
10,0.566
10,0.941
10,0.691
10,0.816
23,0.459
23,0.334
14,0.753
14,0.503
14,0.253
7,0.072
14,0.128
14,0.628
8,1.113
5,0.422
5,0.297
13,0.575
13,0.825
11,0.555
17,0.637
11,0.68
11,0.805
11,0.93
14,0.22
17,0.137
17,0.762
17,0.262
17,0.387
14,0.095
8,0.431
8,0.181
8,0.306
18,1.056
18,1.181
9,1.102
9,1.602
15,0.158
3,0.662
3,0.537
3,0.912
6,1.226
6,1.726
8,0.148
10,1.038
10,1.913
18,1.021
18,1.521
9,1.317
9,1.067
15,0.125
15,-0.0
9,1.192
15,0.625
15,0.75
15,0.375
15,0.875
3,1.528
3,1.028
6,0.294
6,0.419
19,0.812
22,0.227
7,1.34
1,0.775
1,0.65
1,0.275
1,0.9
1,0.4
1,0.525
15,0.217
15,0.092
22,0.194
22,0.319
22,0.444
4,0.366
4,0.616
4,0.241
4,0.741
4,0.491
7,1.18
7,1.305
4,0.866
7,1.055
11,0.218
11,0.093
5,1.078
5,1.578
5,1.203
16,0.579
16,0.704
16,0.829
16,0.954
4,1.107
4,1.482
4,0.208
20,0.684
20,0.559
20,0.809
20,0.934
11,0.31
11,0.06
11,0.435
11,0.185
2,0.479
2,0.729
2,0.604
2,0.354
5,1.418
5,1.168
2,0.854
5,1.043
1,1.122
1,1.247
1,1.497
18,0.162
11,0.106
14,0.567
14,0.942
14,0.817
18,0.504
18,0.879
18,0.379
18,0.129
18,0.254
18,0.629
9,0.55
9,0.675
12,0.215
12,0.09
17,0.576
17,0.826
20,1.39
20,1.015
10,0.986
10,0.486
10,0.236
10,0.361
10,0.611
10,0.736
10,0.861
21,0.388
21,0.263
21,0.513
21,0.763
21,0.638
12,0.432
12,0.182
12,0.307
2,1.076
3,0.476
3,0.601
3,0.351
2,1.451
3,0.726
5,0.342
5,0.467
2,1.326
19,0.159
12,0.103
22,0.699
7,0.538
7,0.913
7,0.663
19,0.057
15,0.814
12,2.07
15,0.564
19,0.376
19,0.126
19,0.501
19,0.751
13,1.361
13,1.736
13,0.087
10,0.295
10,0.42
17,1.173
20,0.314
20,0.439
20,0.189
11,0.565
11,0.815
11,0.94
5,0.526
5,0.276
5,0.651
6,0.014
5,0.776
5,0.901
5,0.401
21,1.86
20,0.11
13,0.179
13,0.304
13,0.429
6,0.464
6,0.339
8,0.91
8,0.535
8,0.785
8,0.66
20,0.077
15,1.161
15,1.286
3,2.064
23,1.144
19,1.223
20,0.123
20,0.248
20,0.373
13,0.627
9,0.147
15,1.626
6,0.398
6,0.773
6,0.523
6,0.273
6,0.648
6,0.898
16,0.874
16,0.124
16,0.499
16,0.374
16,0.624
16,0.999
16,0.749
7,0.293
7,0.418
7,0.614
16,0.045
9,0.489
9,0.364
9,0.739
12,1.678
9,0.239
12,1.053
9,0.614
9,0.989
2,0.649
2,0.274
2,0.774
2,0.524
2,0.399
2,0.899
16,0.091
16,0.216
1,2.017
21,0.827
23,0.068
23,0.193
23,0.443
23,0.318
14,0.237
14,0.862
14,0.737
14,0.362
14,0.987
14,0.487
23,0.114
16,0.308
16,0.183
16,0.433
18,0.924
18,0.674
6,1.495
6,1.37
23,0.16
23,0.035
11,0.664
17,0.746
14,1.103
17,0.246
17,0.621
11,0.539
17,0.496
17,0.371
17,0.121
2,0.333
2,0.458
8,0.29
23,0.058
8,0.415
23,0.081
18,1.29
9,1.211
9,1.086
3,0.396
3,0.646
6,1.085
3,0.271
3,0.896
6,1.46
3,0.771
6,1.335
6,1.585
17,0.213
17,0.088
10,1.522
10,1.022
10,1.772
10,1.147
1,0.167
18,1.13
18,1.38
15,0.359
15,0.484
15,0.609
15,0.859
3,1.137
3,1.012
17,0.18
17,0.43
17,0.305
19,0.546
19,0.671
22,0.211
7,1.699
7,1.074
10,0.34
10,0.465
1,0.259
1,0.509
1,0.759
1,0.384
1,0.634
1,0.884
12,0.786
12,0.536
12,0.661
22,0.178
22,0.303
4,0.85
4,0.6
7,1.164
4,0.35
4,0.475
7,1.414
4,0.975
4,0.725
7,1.289
7,1.789
7,1.039
11,1.976
5,1.062
5,1.312
5,1.187
16,0.688
16,0.938
4,1.091
4,1.216
4,1.591
20,0.543
20,0.668
11,0.419
11,0.294
2,0.588
2,0.713
2,0.838
2,0.963
5,1.652
5,1.277
5,1.152
1,1.106
18,0.146
20,1.034
18,0.488
18,0.738
18,0.238
18,0.863
18,0.613
18,0.363
9,0.659
9,0.534
9,0.784
9,0.909
21,0.076
21,0.497
21,0.122
21,0.372
21,0.622
21,0.872
12,0.416
12,0.291
8,2.543
2,1.81
3,0.585
3,0.71
2,1.185
21,0.043
22,1.209
22,1.709
22,1.459
19,0.143
7,0.272
7,0.397
7,0.897
7,0.522
21,1.238
21,1.113
21,0.089
21,1.363
12,2.179
19,0.86
19,0.235
22,1.299
19,0.735
1,0.573
1,0.698
1,0.823
23,0.547
23,0.797
17,1.282
14,0.341
14,0.466
1,0.029
5,0.26
5,0.385
5,0.51
5,0.76
13,0.413
13,0.288
3,2.583
8,0.394
8,0.519
8,0.269
8,0.894
8,0.769
8,0.644
15,1.27
15,1.145
3,2.048
6,0.165
15,0.013
20,0.732
20,0.357
20,0.482
20,0.607
12,1.197
12,1.072
12,1.447
15,0.463
15,0.338
6,0.257
6,0.757
6,0.632
6,0.507
6,0.882
3,2.513
6,0.382
11,0.014
9,0.348
9,0.473
9,0.598
9,0.848
9,0.723
8,1.866
8,1.366
8,1.116
16,1.099
16,1.224
22,0.532
22,0.782
4,0.454
4,0.329
1,2.001
23,0.177
23,0.302
14,0.471
14,0.971
14,0.346
14,0.596
14,0.721
2,0.225
16,0.417
16,0.292
18,0.533
18,0.908
18,0.658
4,0.171
7,0.836
7,0.961
10,1.275
7,0.711
10,1.025
6,1.854
6,1.229
6,1.354
23,0.144
11,0.523
11,0.398
11,0.773
11,0.648
11,0.273
11,0.898
2,0.442
2,0.317
2,0.192
18,1.024
9,1.07
3,0.38
3,0.505
3,0.255
3,0.63
6,1.819
3,0.13
6,1.069
23,0.236
23,0.986
23,0.611
23,0.861
23,0.486
23,0.361
18,0.342
18,0.467
15,0.968
15,0.718
15,0.593
3,1.746
3,1.246
3,0.222
3,1.371
3,1.121
1,0.072
17,0.289
17,0.414
19,0.905
19,0.655
19,0.53
19,0.78
19,0.405
19,0.28
7,1.183
8,0.583
8,0.708
8,0.833
10,0.324
10,0.199
10,0.449
1,0.368
1,0.118
1,0.868
1,0.493
1,0.243
1,0.993
1,0.618
1,0.743
3,0.041
11,1.12
12,0.77
12,0.52
12,0.395
12,0.645
3,0.439
3,0.314
5,0.93
5,0.555
5,0.805
5,0.68
4,1.485
4,1.11
22,0.412
22,0.287
13,0.458
13,0.333
10,0.166
4,0.709
4,0.584
7,1.023
4,0.834
7,1.898
7,1.398
7,1.148
1,1.484
1,1.109
5,1.171
5,1.046
5,1.421
4,1.075
4,1.2
20,0.777
20,0.652
20,0.402
20,0.277
2,0.947
2,0.822
5,1.011
5,1.886
5,1.136
2,0.697
2,0.572
13,0.767
13,0.267
13,0.892
13,0.517
13,0.642
13,0.392
6,0.677
6,0.552
6,0.927
20,1.268
2,1.188
2,1.063
2,1.688
18,0.347
18,0.972
18,0.597
18,0.472
18,0.722
18,0.847
9,0.393
9,0.643
9,0.518
21,0.606
21,0.356
3,0.819
3,0.944
3,0.569
17,1.285
17,1.535
16,0.462
16,0.337
13,1.489
13,1.614
13,1.364
7,0.256
7,0.881
7,0.131
7,0.631
7,0.381
7,0.756
21,1.097
7,0.719
9,0.327
9,0.202
14,0.233
19,0.469
19,0.344
19,0.719
22,1.033
4,0.808
4,0.683
13,1.704
7,0.223
5,0.073
23,0.656
23,0.531
23,0.281
23,0.781
23,0.406
23,0.906
14,0.325
14,0.45
14,0.2
5,0.494
5,0.369
5,0.244
5,0.619
5,0.744
5,0.994
5,0.119
23,1.772
17,0.459
8,0.128
8,0.503
8,0.753
8,0.253
8,0.378
6,0.103
6,0.149
10,0.028
20,0.966
20,0.591
20,0.716
8,1.494
8,1.369
8,0.095
8,0.22
8,1.244
8,1.744
12,1.431
12,1.056
12,1.181
12,1.931
15,0.197
15,0.322
15,0.447
6,0.366
6,0.241
6,0.616
6,0.741
6,0.491
6,0.866
6,0.991
16,1.118
10,0.678
10,0.553
10,0.928
1,2.27
9,0.707
9,0.832
12,1.271
9,0.582
9,0.957
12,1.771
12,1.021
16,1.333
22,0.891
22,0.266
22,0.516
22,0.766
13,0.562
13,0.812
13,0.937
13,0.687
4,0.438
4,0.313
9,1.073
14,1.731
14,1.356
9,1.573
9,1.198
11,0.165
4,0.109
14,0.83
14,0.955
14,0.58
4,0.155
4,0.03
7,0.82
7,0.945
10,1.009
10,1.134
10,1.509
6,1.088
11,0.257
11,0.132
11,0.507
11,0.757
11,0.382
14,1.196
11,0.632
2,0.176
2,0.301
2,0.426
18,1.008
18,1.258
18,0.234
23,0.345
23,0.47
23,0.97
23,0.72
18,0.451
18,0.201
18,0.326
12,0.162
15,0.952
15,0.827
15,0.702
15,0.577
3,1.23
3,1.48
3,0.206
22,2.854
7,1.917
8,0.692
7,1.042
8,0.567
8,0.817
7,1.292
10,0.308
10,0.183
10,0.433
1,0.852
1,0.602
1,0.352
1,0.477
1,0.727
21,0.335
21,0.46
12,0.254
12,0.629
12,0.754
12,0.379
12,0.879
12,0.129
3,0.298
3,0.423
3,0.173
5,0.789
5,0.539
5,0.664
19,0.231
4,1.344
4,1.469
4,1.094
1,1.843
1,1.218
1,1.343
19,0.323
19,0.198
19,0.448
13,0.159
4,1.434
10,0.367
10,0.742
10,0.242
10,0.492
10,0.617
4,1.559
2,0.914
13,0.057
14,0.554
20,0.511
20,0.636
20,0.261
20,0.386
20,0.886
13,0.501
13,0.126
13,0.376
13,0.626
13,0.251
13,0.751
6,0.911
6,0.536
6,0.786
6,0.661
20,1.752
2,1.172
2,1.922
12,2.342
18,0.581
18,0.831
18,0.706
20,0.195
20,0.445
20,0.32
22,0.686
22,0.561
21,0.59
15,0.551
9,0.219
12,2.057
9,0.094
15,0.801
15,0.926
15,0.676
17,1.894
17,1.394
17,1.019
16,0.196
16,0.446
16,0.321
13,1.473
7,0.24
7,0.49
7,0.99
7,0.865
7,0.615
7,0.365
21,1.206
21,1.081
9,0.061
9,0.436
9,0.311
11,0.677
11,0.802
11,0.552
12,2.147
16,0.163
9,0.107
19,0.578
19,0.703
19,0.953
4,0.542
4,0.667
4,0.792
7,0.207
23,0.64
23,0.265
23,0.765
23,0.14
23,0.39
23,0.89
23,0.515
14,0.059
14,0.434
14,0.184
14,0.309
5,0.353
5,0.478
5,0.603
5,0.853
16,0.505
16,0.255
16,0.63
16,0.755
14,0.105
23,0.007
23,1.381
23,1.256
23,0.232
23,1.006
17,0.318
17,0.443
17,0.193
8,0.237
8,0.862
8,0.612
8,0.487
8,0.987
8,0.737
12,0.549
12,0.674
15,1.738
7,2.187
15,0.089
15,0.214
12,0.799
3,2.766
3,0.343
3,0.468
17,0.16
20,0.7
20,0.825
8,1.478
8,1.103
8,0.204
17,0.058
11,2.265
15,0.306
15,0.181
15,0.431
6,0.6
6,0.975
6,0.35
6,0.475
6,0.725
6,0.85
16,1.602
22,0.158
10,0.537
10,0.662
10,0.912
1,0.331
1,0.456
9,0.816
9,0.566
12,1.38
12,1.005
9,0.691
16,1.067
22,-0.0
22,0.875
22,0.125
22,0.375
22,0.625
16,1.692
13,0.671
10,1.028
10,1.153
4,0.297
4,0.422
9,1.307
14,1.715
11,0.149
6,1.072
6,1.197
11,0.866
11,0.241
14,1.18
11,0.491
11,0.616
11,0.366
11,0.991
2,0.285
2,0.41
18,0.218
18,0.093
3,1.124
3,1.749
3,1.249
3,1.624
23,0.579
23,0.829
11,1.857
11,1.107
11,0.208
18,0.06
18,0.31
18,0.435
18,0.185
12,0.146
3,1.089
3,1.214
18,0.106
7,1.776
7,1.151
7,1.401
1,1.112
1,1.612
1,1.737
1,0.711
1,0.586
1,0.836
21,0.319
21,0.194
17,2.071
21,0.444
19,0.044
12,0.238
12,0.363
12,0.738
12,0.988
12,0.488
12,0.613
3,0.282
3,0.407
16,0.55
19,0.09
19,0.215
4,1.203
4,1.453
4,1.078
1,1.452
1,1.202
21,0.161
12,0.205
5,1.014
5,1.139
19,0.307
19,0.182
19,0.432
13,0.143
4,1.668
10,0.351
10,0.476
10,0.976
10,0.726
4,1.043
4,1.418
4,1.168
14,0.538
14,0.913
14,0.788
2,1.441
2,1.066
2,1.316
2,1.691
2,1.941
5,0.457
5,0.332
15,0.488
15,0.988
13,0.235
13,0.36
13,0.485
15,2.399
13,0.61
13,0.985
6,0.52
6,0.645
6,0.395
6,0.77
17,0.672
17,0.797
20,1.236
17,0.547
20,0.212
8,0.466
8,0.341
2,1.531
2,1.906
2,1.281
18,0.69
18,0.94
18,0.815
17,1.163
17,1.038
17,1.288
20,0.179
20,0.304
22,0.92
22,0.67
21,1.475
15,0.535
15,0.66
6,0.454
6,0.329
22,1.661
17,1.253
22,1.036
13,1.207
13,1.707
7,0.474
7,0.349
7,0.849
7,0.724
7,0.974
1,0.685
1,0.81
1,0.935
1,0.56
9,0.42
9,0.295
2,0.33
2,0.455
16,0.147
22,1.376
22,1.626
4,0.651
4,0.776
4,0.401
4,0.276
4,0.526
23,0.749
23,0.499
23,0.249
23,0.374
23,0.124
9,2.183
14,0.418
14,0.293
23,0.022
5,0.587
5,0.837
23,0.045
16,0.239
18,2.028
16,0.364
16,0.864
19,1.053
16,0.614
16,0.489
16,0.739
19,1.428
16,0.989
7,0.283
7,0.408
23,0.091
23,0.216
17,0.177
17,0.302
8,1.247
8,1.872
8,1.122
2,0.889
8,0.471
2,0.264
8,0.346
2,0.514
2,0.764
8,0.721
2,0.139
8,0.596
2,0.389
8,0.846
3,0.327
3,0.202
3,0.452
23,0.183
23,0.433
17,0.144
8,1.462
8,1.212
18,0.664
18,0.789
18,0.914
12,1.399
12,1.024
12,1.649
12,1.524
15,0.415
3,0.169
6,0.584
6,0.834
6,0.709
16,1.086
17,0.361
17,0.236
17,0.736
17,0.486
17,0.861
16,1.211
16,1.711
1,0.042
22,0.142
10,0.396
10,0.271
10,0.646
10,0.896
10,0.521
10,0.771
1,0.44
1,0.315
21,0.548
21,0.673
12,0.342
12,0.467
3,0.261
3,0.136
6,1.075
3,0.511
3,0.886
6,1.325
3,0.636
1,0.111
22,0.734
22,0.484
13,0.53
10,1.137
10,1.262
13,0.655
13,0.28
13,0.78
13,0.405
1,0.157
14,1.074
14,1.324
9,1.416
11,0.475
11,0.6
14,1.414
14,1.039
11,0.725
14,1.289
11,0.85
11,0.35
11,0.975
14,1.164
18,1.726
18,1.476
13,0.464
13,0.339
3,1.483
3,1.108
11,1.091
11,1.216
11,1.341
18,0.419
9,0.34
9,0.465
3,1.573
3,1.073
7,1.01
1,1.721
1,1.846
1,1.346
1,1.221
1,1.471
1,1.096
21,0.303
21,0.178
21,0.428
12,0.472
12,0.347
12,0.597
12,0.722
12,0.847
16,0.534
16,0.909
4,1.187
4,1.062
7,0.203
7,0.328
7,0.453
1,1.811
1,1.561
1,1.061
1,1.311
21,0.145
9,0.399
9,0.649
9,0.899
9,0.524
9,0.274
9,0.774
2,0.809
2,0.684
2,0.559
5,1.123
5,0.224
5,1.373
5,1.998
2,0.934
19,0.416
19,0.291
4,1.027
10,0.585
10,0.71
10,0.96
4,1.527
14,0.397
14,0.897
14,0.647
14,0.272
14,0.522
2,1.05
2,1.675
2,1.3
5,0.316
5,0.441
5,0.191
13,0.719
13,0.469
7,3.207
13,0.344
13,0.594
5,0.112
17,0.281
17,0.781
17,0.531
20,1.345
17,0.656
17,0.406
20,1.22
8,0.325
8,0.2
8,0.45
2,1.39
2,1.015
3,0.556
3,0.681
3,0.806
6,0.221
17,1.022
8,0.167
21,1.209
21,1.834
15,0.644
12,2.025
15,0.394
6,0.438
6,0.313
6,0.109
1,0.669
1,0.544
1,0.919
1,0.794
22,0.013
9,2.077
22,0.463
22,0.338
4,0.635
4,0.385
4,0.26
4,0.51
4,0.76
2,0.11
18,0.014
4,1.43
2,0.156
5,0.946
5,0.571
5,0.696
5,0.821
16,0.723
16,0.598
19,1.037
16,0.848
16,0.348
16,0.973
4,0.227
2,0.077
11,0.454
11,0.329
8,1.106
2,0.498
2,0.373
8,0.955
2,0.123
2,0.748
2,0.623
8,0.58
8,0.83
8,0.705
2,0.736
7,2.53
2,0.044
3,2.234
23,0.292
23,0.417
14,0.961
14,0.836
14,0.586
14,0.711
8,1.571
8,1.321
1,2.132
3,0.107
18,0.523
18,0.273
18,0.398
18,0.648
12,1.008
12,0.234
6,0.693
6,0.568
6,0.818
6,0.943
16,1.32
17,0.97
17,0.345
17,0.47
17,0.72
17,0.595
19,0.461
10,0.255
10,0.13
3,0.074
10,0.63
10,0.38
10,0.505
10,0.755
1,0.174
1,0.299
1,0.424
21,0.907
21,0.782
9,1.185
12,0.201
12,0.451
12,0.326
3,0.37
3,0.495
3,0.245
6,1.309
3,0.745
3,0.87
3,0.62
3,0.12
22,0.843
22,0.593
22,0.968
7,0.932
7,0.557
7,0.682
10,1.121
10,0.222
10,1.496
7,0.807
10,1.371
1,0.141
14,1.058
9,1.025
18,1.12
19,0.395
19,0.52
19,0.645
18,1.245
13,0.231
20,0.458
11,0.959
11,0.834
11,0.584
14,1.648
11,0.709
14,1.398
5,0.795
5,0.67
5,0.545
18,1.585
18,1.085
13,0.323
13,0.198
13,0.448
4,0.574
4,0.949
7,1.763
4,0.824
7,1.388
4,0.699
7,1.513
3,1.717
3,1.592
11,1.575
11,1.2
11,1.7
8,0.679
8,0.804
3,1.307
20,0.767
20,0.392
20,0.642
20,0.267
20,0.892
1,1.205
1,1.08
21,0.287
21,0.412
12,0.831
12,0.581
12,0.956
14,0.789
16,0.643
16,0.768
16,0.518
16,0.393
4,1.421
4,1.171
4,1.046
7,0.187
7,0.437
7,0.312
1,1.42
1,1.045
9,0.258
9,0.508
9,0.633
9,0.758
9,0.883
9,0.383
7,0.108
2,0.543
2,0.918
2,0.793
2,0.668
5,0.208
5,1.232
5,1.607
19,2.823
7,0.154
4,1.386
10,0.694
10,0.944
10,0.819
4,1.261
4,1.136
4,1.011
4,1.511
23,0.462
23,0.337
20,1.489
14,0.256
14,0.756
7,0.075
14,0.631
2,1.784
2,1.159
2,1.284
5,0.3
5,0.175
5,0.425
16,0.202
16,0.327
13,0.578
13,0.828
13,0.703
13,0.953
11,0.558
17,0.265
17,0.14
17,0.515
11,0.683
17,0.39
11,0.808
14,0.223
8,0.309
8,0.059
8,0.434
5,0.142
8,0.184
13,1.319
13,1.069
15,0.161
8,0.105
3,0.665
3,0.915
3,0.79
3,0.54
17,1.131
17,0.232
21,1.318
15,0.253
15,0.128
15,0.378
8,0.072
15,0.628
12,2.384
15,0.878
6,0.422
6,0.297
22,1.254
22,1.504
6,2.486
1,0.903
1,0.278
1,0.778
1,0.403
1,0.528
1,0.653
21,1.158
15,0.22
4,0.073
22,0.197
22,0.322
4,0.369
4,0.744
4,0.244
4,0.619
4,0.494
4,0.869
11,0.221
9,2.026
16,0.832
16,0.582
19,1.021
19,1.271
19,1.646
15,1.1
7,2.174
4,0.211
15,1.6
15,1.725
23,1.333
23,1.208
20,0.937
20,0.562
11,0.313
11,0.438
8,1.34
8,1.465
8,1.84
2,0.482
2,0.357
2,0.607
2,0.982
2,0.732
9,0.028
18,0.165
11,0.109
11,0.03
14,0.57
14,0.82
14,0.695
8,1.805
8,1.68
8,1.555
8,1.18
18,0.257
18,0.632
18,0.382
18,0.507
9,0.678
9,0.803
12,1.617
9,0.553
12,0.093
12,0.218
12,1.492
9,0.928
12,1.242
17,0.579
17,0.829
10,0.614
10,0.364
10,0.489
10,0.864
10,0.239
1,0.283
1,0.408
21,0.266
21,0.641
21,0.391
21,0.516
12,0.06
12,0.185
12,0.435
3,0.604
3,0.479
3,0.854
3,0.729
3,0.354
6,1.168
6,1.043
6,1.418
19,0.162
12,0.106
22,0.827
22,0.577
7,0.791
7,0.666
10,1.23
7,0.541
10,1.105
21,0.233
9,1.384
15,0.692
9,1.009
9,1.634
13,0.044
18,1.229
18,1.854
19,0.379
19,0.129
13,0.09
13,0.215
10,0.298
10,0.173
10,0.423
11,1.344
11,0.568
11,0.693
14,1.382
5,0.404
5,0.279
5,0.529
5,0.779
5,0.654
5,0.904
13,0.182
13,0.432
13,0.307
3,1.576
3,1.451
6,0.342
6,0.467
22,2.2
20,0.159
11,1.059
11,1.184
8,0.663
8,0.788
20,0.057
13,2.07
20,0.126
20,0.501
20,0.751
20,0.376
20,0.626
9,0.104
1,1.439
1,1.064
9,0.15
12,0.565
12,0.69
12,0.815
6,0.526
6,0.776
6,0.401
6,0.901
6,0.276
6,0.651
19,2.342
4,1.155
4,1.655
7,0.296
7,0.421
1,1.279
1,1.029
1,1.779
1,1.154
1,1.654
9,0.242
9,0.492
9,0.367
9,0.742
9,0.617
9,0.992
2,0.277
2,0.777
5,1.466
2,0.902
5,1.091
2,0.402
5,1.341
5,1.216
2,0.652
22,0.676
16,0.094
16,0.219
21,0.955
21,0.58
21,0.83
23,0.321
23,0.196
23,0.446
20,1.098
14,0.74
14,0.615
14,0.365
14,0.24
14,0.49
2,1.268
2,1.018
5,0.284
5,0.409
23,0.117
16,0.311
16,0.436
16,0.061
18,0.552
18,0.927
18,0.802
7,0.48
7,0.98
7,0.355
7,0.605
7,0.855
23,0.163
11,0.542
17,0.124
17,0.749
11,0.792
20,1.438
17,0.624
17,0.374
17,0.499
11,0.667
20,1.188
2,0.336
8,0.418
8,0.293
2,0.461
23,0.084
17,0.045
13,1.303
13,1.928
3,0.274
3,0.774
3,0.399
3,0.524
3,0.649
17,1.365
17,1.115
17,0.091
17,0.216
10,2.176
1,0.17
15,0.487
15,0.237
15,0.612
15,0.862
15,0.737
15,0.362
17,0.308
17,0.433
17,0.183
19,0.549
19,0.799
22,0.089
22,0.214
10,0.468
10,0.343
1,0.387
1,0.637
1,0.262
1,0.887
1,0.512
1,0.762
1,0.137
12,0.664
12,0.539
12,0.914
9,2.17
15,1.478
12,0.789
22,0.181
4,0.853
4,0.978
4,0.353
4,0.478
4,0.603
4,0.728
1,0.229
23,1.352
23,1.102
16,0.816
19,1.13
7,2.158
23,1.442
20,0.546
20,0.671
11,0.297
11,0.422
8,1.449
2,0.966
2,0.591
2,0.716
2,0.841
16,1.307
16,1.182
16,1.432
13,0.536
13,0.661
18,0.366
18,0.241
18,0.491
18,0.741
18,0.991
9,0.537
9,0.912
9,0.662
12,1.976
12,1.226
6,1.562
6,1.687
6,1.187
23,0.012
17,0.688
10,1.124
10,1.374
10,1.624
1,2.19
21,0.125
21,0.625
21,-0.0
21,0.875
21,0.75
18,0.208
9,1.028
12,0.294
12,0.419
3,0.838
3,0.588
6,1.277
6,1.527
3,0.713
19,0.146
7,0.4
7,0.525
7,0.275
7,0.9
10,1.214
7,0.65
21,0.092
21,0.217
14,1.151
14,1.651
19,0.363
19,0.613
19,0.488
19,0.238
7,1.266
7,1.516
7,1.391
10,0.282
10,0.407
1,0.701
1,0.576
1,0.826
23,0.675
23,0.55
23,0.925
11,1.578
11,1.453
11,1.328
5,0.263
5,0.388
5,0.638
5,0.138
5,0.763
5,0.888
13,0.416
13,0.291
3,1.685
3,1.31
3,1.06
3,1.185
20,0.143
11,1.293
11,1.043
8,0.897
8,0.522
8,0.397
8,0.772
6,0.168
20,0.235
20,0.985
20,0.36
20,0.61
20,0.735
20,0.485
1,1.173
1,1.923
15,0.466
15,0.341
5,1.235
6,0.635
6,0.26
5,1.86
5,1.36
5,1.11
6,0.385
6,0.76
6,0.51
4,1.639
4,1.139
4,1.014
4,1.264
1,1.513
1,1.388
9,0.726
9,0.351
9,0.601
9,0.851
9,0.976
9,0.476
7,0.517
22,0.535
22,0.66
4,0.332
4,0.457
21,0.564
23,0.18
23,0.305
23,0.43
